Repair Level,A,B,C,Random,Constant
0.0,0.9994974874371859,0.9994974874371859,0.9994974874371859,0.9994974874371859,0.9994974874371859
0.1,0.9559538988474712,0.9994974874371859,0.9994974874371859,0.9979899497487437,0.9974874371859297
0.2,0.93633590839771,0.9994974874371859,0.9974874371859297,0.9964824120603015,0.9954773869346734
0.30000000000000004,0.8966324158103952,0.9935273381834546,0.9889447236180905,0.9944723618090452,0.992462311557789
0.4,0.8604265106627665,0.9855671391784795,0.9814070351758793,0.9914572864321608,0.9889447236180905
0.5,0.8247331183279581,0.9781044526113153,0.9738693467336683,0.9874371859296482,0.9834170854271357
0.6,0.7719692992324808,0.9696467411685292,0.9623115577889447,0.9819095477386934,0.9758793969849247
0.7,0.7256981424535613,0.9467611690292257,0.9381909547738694,0.9718592964824121,0.9623115577889447
0.7999999999999999,0.6613565339133478,0.9064426610665267,0.892964824120603,0.9522613065326633,0.936180904522613
0.8999999999999999,0.5939848496212405,0.7824570614265356,0.7608690217255432,0.893467336683417,0.8567839195979899
0.9999999999999999,0.5,0.527860696517413,0.5238855971399285,0.5,0.5
