Repair Level,A,B,C,Random
0.0,0.9995178399228544,0.9995178399228544,0.9995178399228544,0.9995178399228544
0.1,0.954975361269578,0.9995178399228544,0.9995178399228544,0.9974039460020768
0.2,0.9313515202311965,0.9995178399228544,0.9995178399228544,0.9932502596053998
0.30000000000000004,0.8959710844145635,0.9990356798457087,0.9989986291232698,0.9880581516095535
0.4,0.8619630273844894,0.9918032786885246,0.9912104671295003,0.9807892004153687
0.5,0.8136393723006796,0.9850530376084861,0.9829030943361462,0.9714434060228453
0.6,0.7721395590563481,0.9783027965284474,0.9745957215427921,0.956386292834891
0.7,0.7048649601304185,0.9599807135969142,0.9595386083548377,0.9319833852544133
0.7999999999999999,0.6562448992670966,0.9228178376197014,0.9201151376234065,0.883177570093458
0.8999999999999999,0.5859291369885373,0.8155940482520571,0.8080757557095664,0.7367601246105919
0.9999999999999999,0.5,0.5321289845798899,0.5310314820989935,0.5
