Repair Level,A,B,C,Random,Constant
0.0,0.9985074626865672,0.9985074626865672,0.9985074626865672,0.9985074626865672,0.9985074626865672
0.1,0.9825320633015825,0.9800295007375185,0.9708542713567839,0.9985074626865672,0.9985074626865672
0.2,0.9795169879246981,0.972476811920298,0.9517587939698493,0.9980099502487563,0.998999974999375
0.30000000000000004,0.9699592489812245,0.9649341233530838,0.9160804020100503,0.9980099502487563,0.997502437560939
0.4,0.9508537713442836,0.945833645841146,0.8733668341708543,0.9975124378109452,0.9964974124353109
0.5,0.9302457561439036,0.9287432185804645,0.8256281407035175,0.9970099252481313,0.9969949248731218
0.6,0.9011100277506938,0.8965774144353609,0.7798994974874371,0.9970099252481313,0.9969849246231156
0.7,0.8518887972199305,0.8302757568939223,0.7261306532663316,0.9965174129353234,0.9919597989949749
0.7999999999999999,0.7277831945798645,0.7358033950848771,0.657788944723618,0.9950248756218906,0.9849246231155779
0.8999999999999999,0.5945573639340984,0.5885272131803295,0.5879396984924623,0.9915422885572139,0.9633165829145729
0.9999999999999999,0.5,0.5,0.5,0.5,0.5
