Repair Level,A,B,C,Random,Constant
0.0,0.9945073626840671,0.9945073626840671,0.9945073626840671,0.9945073626840671,0.9945073626840671
0.1,0.983009575239381,0.9840046001150029,0.9743768594214856,0.993004825120628,0.9949998749968749
0.2,0.9759793994849871,0.9769794244856121,0.9567889197229931,0.993502337558439,0.9944923623090577
0.30000000000000004,0.963401585039626,0.9623865596639916,0.936180904522613,0.9919947998699967,0.9909747743693592
0.4,0.9543413585339633,0.9568539213480337,0.9005075126878171,0.9919847996199905,0.9864521613040326
0.5,0.9242056051401285,0.9267081677041926,0.8427235680892022,0.987969699242481,0.9859396484912123
0.6,0.8935373384334608,0.8834920873021825,0.7728693217330433,0.9859496487412185,0.9814170354258857
0.7,0.8216880422010551,0.8257131428285707,0.7155778894472362,0.9814370359258981,0.9718592964824121
0.7999999999999999,0.7081352033800845,0.7041351033775844,0.6537688442211056,0.9749043726093153,0.9527638190954774
0.8999999999999999,0.5824770619265482,0.589507237680942,0.5869346733668341,0.9527788194704867,0.8939698492462311
0.9999999999999999,0.5,0.5,0.5,0.5,0.5
