Repair Level,Disease,Fever,Cough,Fatigue,Difficulty Breathing,Age,Gender,Blood Pressure,Cholesterol Level
0.0,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906,0.7567448680351906
0.1,0.6658357771260996,0.6639296187683285,0.7385630498533724,0.669941348973607,0.669941348973607,0.684017595307918,0.6870967741935483,0.7263929618768329,0.6356304985337243
0.2,0.5920821114369501,0.6810850439882699,0.7304985337243401,0.6356304985337243,0.6023460410557184,0.7032258064516129,0.7456011730205279,0.6891495601173021,0.6850439882697947
0.30000000000000004,0.6617302052785924,0.7052785923753666,0.6790322580645161,0.6881231671554252,0.6587976539589443,0.6850439882697947,0.6860703812316715,0.6951612903225806,0.6749266862170088
0.4,0.6617302052785924,0.6759530791788857,0.7749266862170088,0.6708211143695015,0.6951612903225806,0.6810850439882699,0.669941348973607,0.7567448680351906,0.6486803519061584
0.5,0.5900293255131965,0.6992668621700879,0.6961876832844575,0.6143695014662757,0.628592375366569,0.5992668621700881,0.5730205278592375,0.6678885630498534,0.6052785923753665
0.6,0.5788856304985337,0.669941348973607,0.6678885630498534,0.6304985337243402,0.5922287390029326,0.6244868035190616,0.5649560117302053,0.646774193548387,0.6668621700879765
0.7,0.548533724340176,0.6275659824046921,0.6759530791788857,0.6224340175953079,0.5760997067448681,0.6678885630498534,0.6265395894428153,0.5821114369501467,0.6143695014662757
0.7999999999999999,0.5051319648093842,0.6236070381231671,0.7526392961876833,0.5992668621700881,0.5629032258064517,0.5961876832844575,0.6164222873900294,0.6527859237536657,0.5910557184750733
0.8999999999999999,0.5142228739002932,0.6730205278592375,0.693108504398827,0.654692082111437,0.5709677419354839,0.5941348973607038,0.6527859237536657,0.6255131964809384,0.6193548387096774
0.9999999999999999,0.5,0.6649560117302052,0.6315249266862171,0.5991202346041056,0.5992668621700881,0.5890029325513196,0.6951612903225806,0.5942815249266862,0.5304985337243402
