Repair Level,Disease,Fever,Cough,Fatigue,Difficulty Breathing,Age,Gender,Blood Pressure,Cholesterol Level
0.0,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542,0.7203812316715542
0.1,0.6476539589442816,0.6275659824046921,0.6790322580645161,0.6447214076246335,0.6709677419354838,0.5771260997067449,0.6527859237536657,0.646774193548387,0.6436950146627566
0.2,0.5709677419354839,0.6870967741935483,0.6265395894428153,0.669941348973607,0.6205278592375367,0.5932551319648094,0.637683284457478,0.6265395894428153,0.637683284457478
0.30000000000000004,0.5961876832844575,0.6002932551319649,0.6538123167155425,0.6447214076246335,0.5599706744868036,0.6023460410557184,0.6457478005865103,0.5719941348973607,0.6296187683284458
0.4,0.5447214076246334,0.6356304985337243,0.6296187683284458,0.6366568914956012,0.6306451612903226,0.5872434017595308,0.6093841642228739,0.5901759530791789,0.6023460410557184
0.5,0.5668621700879766,0.6195014662756598,0.6104105571847507,0.6447214076246335,0.5781524926686217,0.6023460410557184,0.6205278592375367,0.6073313782991203,0.6195014662756598
0.6,0.5476539589442815,0.628592375366569,0.6387096774193548,0.6436950146627566,0.6013196480938416,0.5196480938416422,0.5953079178885631,0.5730205278592375,0.5932551319648094
0.7,0.5920821114369501,0.6548387096774193,0.6124633431085045,0.6164222873900294,0.5802052785923754,0.5448680351906159,0.605425219941349,0.4973607038123167,0.5700879765395894
0.7999999999999999,0.5354838709677419,0.6205278592375367,0.6296187683284458,0.5932551319648094,0.5963343108504399,0.5558651026392962,0.5781524926686217,0.47008797653958945,0.6225806451612903
0.8999999999999999,0.4788856304985337,0.6114369501466276,0.6215542521994135,0.5821114369501467,0.53475073313783,0.6083577712609971,0.5963343108504399,0.5306451612903226,0.6205278592375367
0.9999999999999999,0.5,0.5922287390029326,0.628592375366569,0.650733137829912,0.5266862170087977,0.5750733137829912,0.53475073313783,0.43680351906158355,0.6013196480938416
