A,B,C,Random,Constant,admit
2945,4882,-3332,1.5231240772696573,0.9990240610984559,False
2950,4882,-3337,-0.7153037092599682,1.0108638071120584,True
2854,4882,-3238,3.0768603701805035,1.006443105001082,True
2697,4882,-3080,-1.276304416538336,1.009625025919533,True
2798,4882,-3192,-0.8110008636288448,0.9994752614393695,True
2954,4882,-3339,1.0800480657146485,1.0090571760049736,True
2855,4882,-3241,-0.25879606266710237,1.0046004232386048,True
2695,4882,-3076,0.15712791899094083,0.9955034980615719,True
2906,4882,-3287,0.9282456913443246,0.9913202457747167,False
2790,4882,-3182,1.0918053390746456,1.0181155577319392,False
2816,4882,-3206,-0.21344715171184725,1.0129500714993842,False
2987,4882,-3368,1.4415686206579004,0.9955034980615719,False
2774,4882,-3159,-0.9928660010855455,0.9991810562042751,True
2772,4882,-3156,0.9736222494278469,0.9925257074675079,True
2819,4882,-3208,-0.05240445057746945,1.0059809915504747,False
2877,4882,-3255,-0.12038116395359824,0.9964745375726338,True
2673,4882,-3062,-0.01109200394860206,1.003463127102249,True
2978,4882,-3363,-0.513196364513396,0.9968732283034673,False
2661,4882,-3050,0.7290636450023644,0.9942809715019008,False
2887,4882,-3264,-0.513196364513396,0.9826231380175465,True
2842,4882,-3229,-1.2551353719733949,0.9860077174077537,True
2729,4882,-3106,-0.04551224530124217,1.006932176016587,False
2756,4882,-3141,1.7547941819843647,1.0030700306000535,True
2858,4882,-3243,0.44477380783159476,1.0039752775657316,True
2635,4882,-3012,-1.2141886127877322,1.0168570175403497,False
2713,4882,-3087,-0.4242363333980435,0.9900934592250076,True
2753,4882,-3139,1.6964563682900382,0.9851071573555978,True
2967,4882,-3355,0.31852100479887446,1.0057645134512243,False
2876,4882,-3254,0.6855077387902041,1.0269832883593708,True
2826,4882,-3216,-0.06418817710849775,0.9866808688960892,True
2748,4882,-3125,0.8696059201056602,0.9919234944225324,False
2762,4882,-3149,0.8168370114309812,0.9935510414135567,False
