Repair Level,A,B,C,Random,Constant
0.0,0.9945073626840671,0.9945073626840671,0.9945073626840671,0.9945073626840671,0.9945073626840671
0.1,0.9800345008625215,0.9800295007375185,0.9733668341708542,0.993502337558439,0.9955073876846922
0.2,0.9785169629240731,0.9754968874221855,0.9739093477336933,0.9954923873096827,0.9930198254956374
0.30000000000000004,0.9739893497337433,0.9764919122978074,0.962406560164004,0.9924773119327983,0.9945223630590765
0.4,0.9660491512287808,0.9670291757293933,0.9518837970949274,0.9869446736168405,0.9915372884322108
0.5,0.9565214130353259,0.9465011625290632,0.9488787219680492,0.9844271106777669,0.990044751118778
0.6,0.9449886247156178,0.9505012625315633,0.9368184204605114,0.9814070351758793,0.9885522138053451
0.7,0.9349683742093552,0.9415210380259507,0.8921148028700717,0.9723618090452262,0.9840746018650466
0.7999999999999999,0.9044451111277783,0.9019575489387235,0.8132253306332659,0.9512562814070352,0.9716417910447761
0.8999999999999999,0.8082377059426485,0.807675191879797,0.6132103302582564,0.8874421860546513,0.9393034825870646
0.9999999999999999,0.5035850896272407,0.5035850896272407,0.49811745293632337,0.5,0.5
